id_1,id_2,l_name,l_country,l_market cap,l_founded year,l_employees,l_industry,l_sector,l_ceo,l_revenue,l_stock,l_share price,l_city,l_address,l_website,r_name,r_country,r_market cap,r_founded year,r_employees,r_industry,r_sector,r_ceo,r_revenue,r_stock,r_share price,r_city,r_address,r_website,label
183946,1978,eiffage sa,,€9.14 billion,,72700,,,mr. benoit de ruffray,,,,,,,eiffage sa,france,10.630 billion usd,,,,,,,,,,,,1
82875,19609,chipotle mexican grill,usa,,,,,,,,,$1525,,,,chipotle mexican grill,usa,$41.84 b,,,,,,,,$1509,,,,1
164226,56932,tikehau capital,france,$4.81 b,,,,,,,,$27.97,,,,tikehau capital,france,,2004,,financial services asset management,,not found,454 million usd,,,,,,1
150168,90762,loblaw companies limited,,c$38.43 billion,toronto ontario canada 1956,200000,,,mr. galen g. weston b.a. m.b.a m.b.a.,,,,,,,loblaw companies limited,canada,,,,,consumer staples,,,l,,,,,1
71026,64502,valero energy,united states,$42.19 b,,,,,,,,,,,,valero energy,united states,,,,,,,$114 b,,,,,,1
99402,20110,jabal omar development,s. arabia,$5.12 b,,,,,,,,$4.44,,,,jabal omar development,saudi arabia,$5.43 b,,,,,,,,$4.71,,,,1
112391,18033,nucana,uk,$75.68 m,,,,,,,,$1.45,,,,nucana,uk,,,,,,,,,1,,,,1
52379,42004,nordea bank abp,finland,,,28051,,financial services,frank vangjensen,0 million usd,,,,,,nordea bank abp,,,,28051,,,frank vangjensen casper von koskull,,,,,,httpswww.nordea.com,1
57427,4153,alteryx,usa,,1997,,technology software and it software products artificial intelligence,,not found,536 million usd,,,,,,alteryx,usa,4.976 billion usd,,,,,,,,,,,,1
101989,87511,alector,usa,$0.77 b,,,,,,,,$9.38,,,,alector,usa,,,,,,,,,$8.72,,,,1
166453,47473,fulgent genetics,usa,$0.98 b,,,,,,,,$32.63,,,,fulgent genetics,,,,645,,,,,,,,,httpswww.fulgentgenetics.com,1
70893,26483,northrop grumman,united states,$69.84 b,,,,,,,,,,,,northrop grumman,usa,$83.14 b,,,,,,,,$540.21,,,,1
89601,21269,wolverine energy and infrastructure,canada,,,,,,,,,$0.06000,,,,wolverine energy and infrastructure,canada,$4.84 m,,,,,,,,$0.04000,,,,1
184004,8731,tokmanni group oyj,,€940.4 million,,4105,,,mr. mika rautiainen m.sc. econ.,,,,,,,tokmanni group oyj,finland,1.692 billion usd,,,,,,,,,,,,1
156176,95997,national western life,usa,$0.97 b,,,,,,,,$269.11,,,,national western life,,$0.98 b,,338.0,,,,$0.61 b,,$271.75,,,,1
145147,63287,china construction bank,,,,,,,,,,,,,,china construction bank,,,,,,,,,,,,,,1
178862,13939,wendel,,€4.02 billion,,88344,,,mr. andra franaoisponcet,,,,,,,wendel,france,,,,,,,,,96,,,,1
54474,1186,menards,usa,,not found,,retail home improvement,,john menard jr.,annual sales as on 2019 is 12.07 billion usd,,,,,,menards,usa,,,,,,,,,,,,,1
124501,35115,xiamen tungsten,,,,13819,,,,,,,,,,xiamen tungsten,,,,13819,,,,,,,,,httpwww.xiamentungsten.com,1
57826,46160,fukuoka financial group,japan,,2007,,financial services banking services,,not found,1784 million usd,,,,,,fukuoka financial group,,,,8316,,,,,,,,,httpswww.fukuokafg.com,1
84248,13093,agc,japan,,,,,,,,,$34.53,,,,agc,japan,,,,,,,,,34,,,,1
74232,54294,jsw steel,,,,,,,,,,,,,,jsw steel,india,,1982,,basic materials iron and steel metals mining manufacturing metal products manufacturing,,prashant jain,18003 million usd,,,,,,1
162910,154322,multiply group,united arab emirates,$14.27 b,,,,,,,,$1.27,,,,multiply group,unitedarabemirates,$14.48 b,,,,,,,,$1.29,,,,1
123925,56223,china avionicssystem,,,,,,,,,,,,,,china avionicssystem,china,,1999,,industries aerospace and defense,,not found,1544 million usd,,,,,,1
104809,53165,sngn romgaz sa,,$3.3b,,5884,energy and utilities,,,$1.4b,,,,pta c.i. motas nr. 4 medias 551130,www.romgaz.ro,sngn romgaz sa,romania,,,,,energy,,1306 million usd,,,,,,1
160420,73626,sian wholesale ltd,uk,,2003,50.0,,transport,,74719260,,,,,,sian wholesale ltd,uk,,2003,,,transport,,74719260,,,,,,1
152967,116109,ssr mining,canada,$3.54 b,,,,,,,,$17.18,,,,ssr mining,canada,$3.53 b,,,,,,,,$17.10,,,,1
112052,23330,westshore terminals investment,canada,$1.18 b,,,,,,,,$18.67,,,,westshore terminals investment,canada,$1.05 b,,,,,,,,$16.74,,,,1
95633,15407,upwork,,$1.65 b,,650.0,,,,$0.59 b,,$12.60,,,,upwork,usa,,,,,,,,,11,,,,1
22770,16587,fdc india,india,$0.58 b,,,,,,,,$3.50,,,,fdc india,india,,,,,,,,,3,,,,1
155816,112104,ellington financial,usa,$0.83 b,,,,,,,,$13.74,,,,ellington financial,usa,$0.82 b,,,,,,,,$13.70,,,,1
85862,45941,nova measuring instruments,israel,,,,,,,,,$90.57,,,,nova measuring instruments,,,,713,,,,,,,,,httpswww.novami.com,1
133061,98605,brenntag,germany,,2006,17236,trading companies,,christian kohlpaintner,$17b,,,,,,brenntag,germany,$9.52 b,,,,,,,,$61.64,,,,1
70728,26537,china life insurance,china,$43.02 b,,,,,,,,,,,,china life insurance,china,$120.10 b,,,,,,,,$5.22,,,,1
54370,42691,"inner mongolia baotou steel union co., ltd.",china,,1999,,basic materials iron and steel metal products manufacturing metal fabrication products,,not found,12542 million usd,,,,,,"inner mongolia baotou steel union co., ltd.",,,,28041,,,,,,,,,httpswww.baoganggf.com,1
68380,30785,sciant,bulgaria,,2016,,,technology,,,,,,,,sciant,bulgaria,,2016,79,technology,,,3192139,,,,,,1
96863,90934,sungrow power supply co. ltd,china,$23.55 b,,,electrical equipment parts,industrials,,,300274,,,,,sungrow power supply co. ltd,china,,,,,industrials,,,300274,,,,,1
66226,55612,gd power development,,,1992.0,,utilities,,,$23.2b,,,,,,gd power development,china,,1992,,utilities energy electricity generation power generation electric utilities renewable energy,,not found,24475 million usd,,,,,,1
136875,71267,stanley black & decker,,,1843 180 yrs old,,industrial machinery,,,,,,,,,stanley black & decker,united states,$21.35 b,,,,,,,,,,,,1
126478,37089,indiamart intermesh limited,,,,2826,,,,,,,,,,indiamart intermesh limited,,,,2826,,,,,,,,,httpswww.indiamart.com,1
115188,15411,talos energy,usa,$1.66 b,,,,,,,,$20.18,,,,talos energy,usa,,,,,,,,,18,,,,1
151107,42101,l3harris technologies,usa,43.12 billion usd,2019.0,47000,,,chris kubasik,,,,,,,l3harris technologies,,,,47000,,,chris kubasik,,,,,,httpswww.harris.com,1
66207,54343,cgi,,,1976.0,,it software services,,,$9.7b,,,,,,cgi,canada,,1976,,technology software and it software products software consulting services software outsourcing services consumer services professional services consulting services outsourcing and staffing,,serge godin,9686 million usd,,,,,,1
135477,74456,siemens energy,,,1847 176 yrs old,,power,,,,,,,,,siemens energy,,,,,,,,,,,,,,1
66385,42153,old dominion freight line,,,1934.0,,transportation,,,$5.3b,,,,,,old dominion freight line,,,,23663,,,greg c. gantt,,,,,,httpswww.odfl.com,1
47140,5533,eneva,,,,,,,,,,,,,httpswww.eneva.com.br,eneva,brazil,3.768 billion usd,,,,,,,,,,,,1
98772,74307,cleveland-cliffs,usa,$8.06 b,,,,,,,,$15.66,,,,cleveland-cliffs,,,,,,,,,,,,,,1
63571,19110,saint-gobain,,,,,,,,,,,,,,saint-gobain,france,us$30.16 billion,,167816,building products equipment,industrials,mr. benoit bazin,,,,,,,1
152440,14400,pjt partners,usa,$3.04 b,,,,,,,,$76.97,,,,pjt partners,usa,,,,,,,,,77,,,,1
83107,19670,constellation energy,usa,,,,,,,,,$85.16,,,,constellation energy,usa,$30.07 b,,,,,,,,$91.97,,,,1
67325,19012,"martin marietta materials, inc.",,,founded 1993,employees 10000,,,ceo mr. c. howard nye,,,,,,,"martin marietta materials, inc.",united states,$23.94 billion,1993,10000,building materials,basic materials,mr. c. howard nye,us$4.7 billion 2020,,,,,,1
60538,38859,shenzhen agricultural products group,china,,not found,,consumer defensive food chains distributor,,not found,595 million usd,,,,,,shenzhen agricultural products group,,,,,,,,,,,,,httpwww.szap.com,1
157202,127162,nexgen energy,canada,$2.26 b,,,,,,,,$4.72,,,,nexgen energy,,,,,,,,,,,,,,1
95671,15737,employers holdings,,$1.17 b,,608.0,,,,$0.69 b,,$43.09,,,,employers holdings,usa,,,,,,,,,43,,,,1
41080,9487,beyondsoft corporation,,,,,,,,,,,,,httpswww.beyondsoft.com,beyondsoft corporation,china,0.823 billion usd,,,,,,,,,,,,1
132633,83472,quest diagnostics,united states,,1967,49000,health care equipment services,,steve rusckowski,$10.7b,,,,,,quest diagnostics,usa,,,,,,,,,$147.94,,,,1
164257,45560,autohome,china,$4.71 b,,,,,,,,$37.57,,,,autohome,,,,,,,,,,,,,httpir.autohome.com.cn,1
151956,132640,macy's,,,october 28 1858 164 years ago 18581028 in new york new york u.s.,,retail,,,,,,,,,macy's,united states,,1929,88857,retailing,,jeffrey gennette,$25.3b,,,,,,1
62125,50453,"lingyuan iron & steel co., ltd.",china,,not found,,basic materials iron and steel,,not found,not found,,,,,,"lingyuan iron & steel co., ltd.",,,,,,,,,,,,,httpwww.lggf.com.cn,1
49166,39160,ramirent oyj,,,,,,,,,,,,,,ramirent oyj,,,,,,,,,,,,,,1
187210,42403,northern trust corporation,,$24.42 billion,,21100,,,mr. michael g. ogrady,,,,,,,northern trust corporation,,,,25000,,,michael g. ogrady,,,,,,httpswww.northerntrust.com,1
143928,49802,ivalua,united states,,2000,,fintech,,,,,,redwood city,,,ivalua,,,,,,,,,,,,,httpswww.ivalua.com,1
121210,31829,hca healthcare,,,,235000,,,samuel n. hazen,,,,,,,hca healthcare,,,,235000,,,samuel n. hazen,,,,,,httpshcahealthcare.com,1
71180,64656,williams,united states,$42.73 b,,,,,,,,,,,,williams,united states,,,,,,,$10.57 b,,,,,,1
161984,31912,aon,uk,$67.30 b,,,,,,,,$325.40,,,,aon,,,,50000,,,gregory c. case,,,,,,httpswww.aon.com,1
127342,6358,turning point therapeutics,,,,250,,,,,,,,,,turning point therapeutics,usa,3.805 billion usd,,,,,,,,,,,,1
124351,56653,tfs financial corporation,,,,1005,,,,,,,,,,tfs financial corporation,usa,,1938,,financial services banking services,,not found,286 million usd,,,,,,1
48151,6542,stride stapled group,,,,,,,,,,,,,httpsstrideproperty.co.nz,stride stapled group,new zealand,2.651 billion usd,,,,,,,,,,,,1
98361,12598,stanley black & decker,usa,$12.02 b,,,,,,,,$81.28,,,,stanley black & decker,usa,,,,,,,,,81,,,,1
115613,35005,blackberry,canada,$2.42 b,,,,,,,,$4.17,,,,blackberry,,,,3497,,,,,,,,,httpswww.blackberry.com,1
62288,9019,jiangsu baichuan high-tech new materials co. ltd,china,,not found,,basic materials chemicals,,not found,not found,,,,,,jiangsu baichuan high-tech new materials co. ltd,china,1.528 billion usd,,,,,,,,,,,,1
46227,4626,jeol,,,,3029,,,,,,,,,httpswww.jeol.co.jpen,jeol,japan,3.355 billion usd,,,,,,,,,,,,1
113125,103478,capacit'e infraprojects,india,$0.13 b,,,,,,,,$1.92,,,,capacit'e infraprojects,india,$0.11 b,,,,,,,,$1.73,,,,1
132212,64680,csl,australia,,1916,25000,drugs biotechnology,,paul roger perreault,$10.6b,,,,,,csl,australia,,,,,,,$10.59 b,,,,,,1
23353,15804,taro pharmaceutical,israel,$1.10 b,,,,,,,,$29.35,,,,taro pharmaceutical,israel,,,,,,,,,29,,,,1
152648,24315,encore wire,usa,$2.70 b,,,,,,,,$147.49,,,,encore wire,usa,$2.59 b,,,,,,,,$141.54,,,,1
138258,138246,icfai business school,,,1995 28 yrs old,,education training,,,,,,,,,icfai business school,,,1995 28 yrs old,,education training,,,,,,,,,1
108500,71389,industrial bank of korea,,$6.8b,,12603,financial services,,,$15.2b,,,,79 euljiro junggu seoul 04541,www.ibk.co.kr,industrial bank of korea,south korea,$6.97 b,,,,,,,,,,,,1
74380,26512,keyence,,,,,,,,,,,,,,keyence,japan,$98.21 b,,,,,,,,$404.97,,,,1
170413,19249,murata manufacturing co. ltd,japan,$43.41 b,,,electronic components,technology,,,6981,,,,,murata manufacturing co. ltd,japan,us$43.41 billion,,77398,electronic components,technology,,,,,,,,1
60531,38846,regional s. a. b. de c. v,mexico,,not found,,financial services banking services,,not found,616 million usd,,,,,,regional s. a. b. de c. v,,,,,,,,,,,,,httpswww.regional.mx,1
163264,25512,ares capital,usa,$10.07 b,,,,,,,,$19.03,,,,ares capital,usa,$9.70 b,,,,,,,,$18.76,,,,1
96779,18749,"cheniere energy partners, l.p.",united states,$26.68 b,,,oil gas midstream,energy,,,cqp,,,,,"cheniere energy partners, l.p.",united states,$26.68 billion,,,oil gas midstream,energy,mr. jack a. fusco,,,,,,,1
48118,24357,evolent health,,,,3500,,,,,,,,,httpswww.evolenthealth.com,evolent health,usa,$2.74 b,,,,,,,,$27.14,,,,1
52423,11950,ahold delhaize,netherlands,,,232000,,consumer defensive,frans muller,83312 million usd,,,,,,ahold delhaize,netherlands,,,,,,,,,29,,,,1
101992,23012,seres therapeutics,usa,$0.77 b,,,,,,,,$6.19,,,,seres therapeutics,usa,$0.76 b,,,,,,,,$6.11,,,,1
150536,91096,"bill.com holdings, inc.",,$19.65 billion,2006,1384,,,mr. rene a. lacerte,,,,,,,"bill.com holdings, inc.",united states,,,,,technology,,,bill,,,,,1
122201,1217,ntpc,,,,19918,,,gurdeep singh,,,,,,,ntpc,india,15.974 billion usd,,,,,,,,,,,,1
121377,53675,jiangsu hengrui medicine,,,,24431,,,,,,,,,,jiangsu hengrui medicine,china,,1997,,healthcare pharmaceutical biotechnology healthcare products technology,,sun piaoyang,3770 million usd,,,,,,1
153900,111629,autoliv,sweden,$7.21 b,,,,,,,,$83.12,,,,autoliv,sweden,$7.10 b,,,,,,,,$81.84,,,,1
60165,48499,krishna institute of medical sciences limited,india,,not found,,not found,,not found,not found,,,,,,krishna institute of medical sciences limited,,,,,,,,,,,,,,1
87251,16089,cerence,usa,,,,,,,,,$21.59,,,,cerence,usa,,,,,,,,,22,,,,1
53893,42210,itc,india,,1910,,consumer defensive tobacco products cigarettes hotels food products agriculture products fmcg tobacco and cigarette,,sanjiv puri,7520 million usd,,,,,,itc,,,,36500,,,sanjiv puri,,,,,,httpswww.itcportal.com,1
82950,11817,haleon,uk,,,,,,,,,$7.99,,,,haleon,uk,,,,,,,,,8,,,,1
162567,111264,sumitomo,japan,$21.85 b,,,,,,,,$17.48,,,,sumitomo,japan,$20.43 b,,,,,,,,$16.35,,,,1
150000,19284,lululemon athletica inc.,,$48.52 billion,1998,25000,,,mr. calvin r. mcdonald,,,,,,,lululemon athletica inc.,canada,$48.52 billion,1998,25000,apparel retail,consumer discretionary,mr. calvin r. mcdonald,us$4.4 billion 2020,,,,,,1
99766,24727,jcdecaux,france,$3.99 b,,,,,,,,$18.78,,,,jcdecaux,france,$3.97 b,,,,,,,,$18.37,,,,1
163660,99013,globalwafers,taiwan,$7.08 b,,,,,,,,$16.28,,,,globalwafers,taiwan,$6.68 b,,,,,,,,$15.35,,,,1
123749,2765,bank ozk,,,,2315,,,,,,,,,,bank ozk,usa,5.499 billion usd,,,,,,,,,,,,1
25042,3870,ionis pharmaceuticals,usa,$5.42 b,,,,,,,,$38.20,,,,ionis pharmaceuticals,usa,5.612 billion usd,,,,,,,,,,,,1
130667,9683,ichigo office reit investment corporation,,,,,,,,,,,,,,ichigo office reit investment corporation,japan,1.319 billion usd,,,,,,,,,,,,1
85996,58852,first majestic silver,canada,,,,,,,,,$8.77,,,,first majestic silver,canada,,2002,,basic materials mining metals silver mining,,not found,451 million usd,,,,,,1
110482,7,berkshire hathaway,usa,$696.53 b,,,,,,,,$316.15,,,,berkshire hathaway,usa,646.790 billion usd,,,,,warren buffett,,,,,,,1
166964,22793,opera,norway,$0.62 b,,,,,,,,$7.01,,,,opera,norway,$0.60 b,,,,,,,,$5.29,,,,1
82599,11477,diageo,uk,,,,,,,,,$183.21,,,,diageo,uk,,,,,,,,,179,,,,1
110655,82713,scotiabank,canada,$61.41 b,,,,,,,,$51.21,,,,scotiabank,canada,,,,,,,,,$51.65,,,,1
113852,16946,el pollo loco,usa,$0.41 b,,,,,,,,$11.09,,,,el pollo loco,usa,,,,,,,,,10,,,,1
170432,41985,biontech se,germany,$41.93 b,,,biotechnology,healthcare,,,22ua,,,,,biontech se,,,,1941,,,,,,,,,httpsbiontech.de,1
162070,82760,vmware,usa,$52.76 b,,,,,,,,$124.02,,,,vmware,usa,,,,,,,,,$124.93,,,,1
71041,53579,regeneron pharmaceuticals,united states,$74.68 b,,,,,,,,,,,,regeneron pharmaceuticals,usa,,1988,,healthcare pharmaceutical biopharmaceutical biotechnology healthcare products technology,,leonard schleifer,16071 million usd,,,,,,1
64415,26414,investor ab,sweden,,,,,,,$12.81 b,,,,,,investor ab,sweden,$57.54 b,,,,,,,,$18.81,,,,1
169139,121117,target corporation,united states,,,,discount stores,consumer staples,,,tgt,,,,,target corporation,,,,409000,,,brian cornell,,,,,,,1
112767,18110,avalon globocare,usa,$33.39 m,,,,,,,,$3.34,,,,avalon globocare,usa,,,,,,,,,4,,,,1
40977,9384,trs information technology,,,,,,,,,,,,,httpwww.trs.com.cn,trs information technology,china,1.243 billion usd,,,,,,,,,,,,1
154904,73830,engie,france,$32.82 b,,,,,,,,$13.65,,,,engie,,,,,,,,,,,,,,1
64430,42273,lyondellbasell industries,united kingdom,,,,,,,$46.15 b,,,,,,lyondellbasell industries,,,,19200,,,bhavesh v. patel,,,,,,httpswww.lyondellbasell.com,1
146472,12284,exor,,,1927,,financials,investment services,,,,,,,,exor,netherlands,,,,,,,,,75,,,,1
119677,116953,disaronno ingredients spa,italy,,,,,,,,,,altavilla vicentina,via iv novembre 12,,disaronno ingredients spa,italy,,,,,,,,,,altavilla vicentina,via iv novembre 12,,1
166006,101297,upstart,usa,$1.41 b,,,,,,,,$17.29,,,,upstart,usa,$1.37 b,,,,,,,,$16.82,,,,1
163290,98615,bilibili,china,$9.72 b,,,,,,,,$25.39,,,,bilibili,china,$9.41 b,,,,,,,,$24.59,,,,1
97369,65201,general motors,usa,$54.49 b,,,,,,,,$38.36,,,,general motors,,,1908.0,,automotive automotive and suppliers,,,$127b,,,,,,1
163221,98652,rheinmetall,germany,$10.53 b,,,,,,,,$243.27,,,,rheinmetall,germany,$9.09 b,,,,,,,,$210.14,,,,1
52814,25301,mobile telesystems,russia,,,58415,,communication services,,4847 million usd,,,,,,mobile telesystems,russia,$7.43 b,,,,,,,,$4.30,,,,1
160353,73559,be cloud,france,,2012,49.0,,support services,,10371094,,,,,,be cloud,france,,2012,,,support services,,10371094,,,,,,1
163141,98371,orient overseas container line,hong kong,$11.24 b,,,,,,,,$17.03,,,,orient overseas container line,hong kong,$11.91 b,,,,,,,,$18.04,,,,1
84944,24938,driven brands,usa,,,,,,,,,$28.26,,,,driven brands,usa,$4.91 b,,,,,,,,$29.36,,,,1
61613,39926,cheng loong corporation,taiwan,,not found,,basic materials paper and pulp,,not found,1487 million usd,,,,,,cheng loong corporation,,,,,,,,,,,,,httpwww.clc.com.tw,1
170396,109655,pjsc lukoil,russia,$44.96 b,,,oil gas integrated,energy,,,lkoh,,,,,pjsc lukoil,russia,$44.96 b,,101374,oil gas integrated,energy,mr. vagit yusufovich alekperov,,lkoh,,,,,1
116272,57394,infratil,new zealand,$4.04 b,,,,,,,,$5.59,,,,infratil,new zealand,,1994,,utilities infrastructure investments renewable energy airports operating transportation electric utilities electricity generation power generation data centers,,not found,529 million usd,,,,,,1
163776,84443,dxc technology,usa,$6.53 b,,,,,,,,$28.40,,,,dxc technology,usa,,,,,,,,,$28.81,,,,1
164901,159889,cd projekt,poland,$3.05 b,,,,,,,,$30.63,,,,cd projekt,poland,,1994,1177.0,,games industry,,468257487,,,,,,1
154263,65674,lg electronics,southkorea,$13.33 b,,,,,,,,$17.48,,,,lg electronics,,,1958.0,,consumer durables,,,$66.1b,,,,,,1
166565,16164,cardinal energy,canada,$0.90 b,,,,,,,,$5.80,,,,cardinal energy,canada,,,,,,,,,5,,,,1
52600,33121,rentokil initial,uk,,,44500,,industries,andy ransom,3869 million usd,,,,,,rentokil initial,,,,44500,,,andy ransom,,,,,,httpswww.rentokilinitial.com,1
65613,64618,ntpc,,,1975.0,,utilities,,,$17b,,,,,,ntpc,india,,,,,,,$17 b,,,,,,1
162265,65377,natwest group,uk,$36.02 b,,,,,,,,$7.45,,,,natwest group,,,1968.0,,banking,,,$17.9b,,,,,,1
140535,64836,trane technologies,,,1871 152 yrs old,,engineering construction,,,,,,,,,trane technologies,ireland,,,,,,,$14.14 b,,,,,,1
71768,33462,credicorp,peru,$11.7 b,,,,,,,,,,,,credicorp,,,,36806,,,,,,,,,httpscredicorp.gcsweb.com,1
161843,82532,texas instruments,usa,$157.00 b,,,,,,,,$173.00,,,,texas instruments,usa,,,,,,,,,$179.01,,,,1
150011,96337,cintas corporation,,$44.32 billion,,,,,,,,,,,,cintas corporation,united states,$44.32 b,,,specialty business services,industrials,,,ctas,,,,,1
147611,31743,schneider electric,,,1836,,industrials,electrical components equipment,,,,,,,,schneider electric,,,,166025,,,jeanpascal tricoire,,,,,,httpswww.schneiderelectric.com,1
111294,83344,orix,japan,$18.92 b,,,,,,,,$80.19,,,,orix,japan,,,,,,,,,$83.11,,,,1
85764,4611,viasat,usa,,,,,,,,,$36.60,,,,viasat,usa,3.787 billion usd,,,,,,,,,,,,1
100693,36864,kajaria ceramics,india,$2.16 b,,,,,,,,$13.57,,,,kajaria ceramics,,,,2521,,,,,,,,,httpswww.kajariaceramics.com,1
99215,2335,agnc investment,usa,$5.79 b,,,,,,,,$10.14,,,,agnc investment,usa,8.551 billion usd,,,,,,,,,,,,1
148540,144656,fivetran,united states,,,,data management analytics,,,,,,oakland,,,fivetran,united states,,2012,,data management analytics,,,,,,oakland,,,1
150765,41743,koch industries,usa,,,122000,,,,,,,,,,koch industries,,,,122000,,,,,,,,,httpswww.kochind.com,1
61868,8599,yantai china pet foods,china,,not found,,consumer defensive fmcg package foods food products,,not found,not found,,,,,,yantai china pet foods,china,1.309 billion usd,,,,,,,,,,,,1
170327,149947,basf se,germany,$52.76 b,,,chemicals,basic materials,,,bas,,,,,basf se,,€47.76 billion,,108718,,,dr. martin brudermuller,,,,,,,1
132499,12818,evonik industries,germany,,2007,33004,chemicals,,christian kullmann,$18.7b,,,,,,evonik industries,germany,,,,,,,,,21,,,,1
154255,83676,stanley black & decker,usa,$13.32 b,,,,,,,,$90.08,,,,stanley black & decker,usa,,,,,,,,,$88.91,,,,1
12884,2365,anglogold ashanti,south africa,,,,,,,,,21,,,,anglogold ashanti,south africa,6.957 billion usd,,,,,,,,,,,,1
121585,32204,allstate corporation,,,,54700,,,thomas j. wilson,,,,,,,allstate corporation,,,,54700,,,thomas j. wilson,,,,,,httpswww.allstate.com,1
39686,8093,ecovyst inc.,,,,883,,,,,,,,,httpswww.ecovyst.com,ecovyst inc.,usa,1.848 billion usd,,,,,,,,,,,,1
58085,24222,durr,germany,,1896,,industries industry machinery,,not found,not found,,,,,,durr,germany,$2.41 b,,,,,,,,$34.89,,,,1
52856,2929,thule group ab (publ),sweden,,,,,consumer cyclical,,1101 million usd,,,,,,thule group ab (publ),sweden,5.862 billion usd,,,,,,,,,,,,1
87684,10607,hikal,india,,,,,,,,,$4.94,,,,hikal,india,1.078 billion usd,,,,,,,,,,,,1
95273,39208,bandwidth,,$0.59 b,,1.1,,,,$0.54 b,,$23.58,,,,bandwidth,,,,1100,,,,,,,,,httpswww.bandwidth.com,1
113858,102406,wave life sciences,singapore,$0.41 b,,,,,,,,$4.76,,,,wave life sciences,singapore,$0.52 b,,,,,,,,$6.02,,,,1
101759,664,carvana,usa,$0.93 b,,,,,,,,$5.26,,,,carvana,usa,27.722 billion usd,,,,,ernie garcia iii,,,,,,,1
114204,102361,poseida therapeutics,usa,$0.64 b,,,,,,,,$7.48,,,,poseida therapeutics,usa,$0.54 b,,,,,,,,$6.38,,,,1
23110,9986,prince pipes and fittings,india,$0.84 b,,,,,,,,$7.51,,,,prince pipes and fittings,india,1.006 billion usd,,,,,,,,,,,,1
82742,71067,heineken,netherlands,,,,,,,,,$99.48,,,,heineken,netherlands,$23.41 b,,,,,,,,,,,,1
83959,65962,evonik industries,germany,,,,,,,,,$21.55,,,,evonik industries,,,2007.0,,chemicals,,,$18.7b,,,,,,1
168062,17667,doma,usa,$0.17 b,,,,,,,,$0.52,,,,doma,usa,,,,,,,,,0,,,,1
65189,26383,santander,,,1857.0,,banking and financial services,,,$78.2b,,,,,,santander,spain,$49.20 b,,,,,,,,$2.93,,,,1
21379,18367,advfn,uk,$15.2 m,,,,,,,,$0.46,,,,advfn,uk,,,,,,,,,0,,,,1
154776,74008,schlumberger,usa,$84.20 b,,,,,,,,$59.38,,,,schlumberger,,,,,,,,,,,,,,1
70457,66915,"illumina, inc.",,,1998,9100 jan 2022,biotechnology,,,2021,,,,,www .illumina .com,"illumina, inc.",,,founded 1998,employees 9800,,,ceo mr. francis a. desouza,,,,,,,1
155369,111366,otsuka holdings,japan,$17.52 b,,,,,,,,$32.31,,,,otsuka holdings,japan,$18.30 b,,,,,,,,$33.75,,,,1
70693,11421,morgan stanley,united states,$150.95 b,,,,,,,,,,,,morgan stanley,usa,,,,,,,,,88,,,,1
94292,15549,cts corporation,,$1.47 b,,3.8200000000000003,,,,$0.57 b,,$46.31,,,,cts corporation,usa,,,,,,,,,43,,,,1
158966,21021,22nd century group,usa,$0.26 b,,,,,,,,$1.22,,,,22nd century group,usa,$0.22 b,,,,,,,,$1.06,,,,1
46907,36901,frasers centrepoint trust,,,,,,,,,,,,,httpswww.frasersproperty.com,frasers centrepoint trust,,,,,,,,,,,,,httpswww.frasersproperty.com,1
52125,10528,"hangzhou shenhao technology co.,ltd.",,,,,,,,,,,,,httpswww.shenhaoinfo.com,"hangzhou shenhao technology co.,ltd.",china,0.746 billion usd,,,,,,,,,,,,1
82923,540,nutrien,canada,,,,,,,,,$75.17,,,,nutrien,canada,34.702 billion usd,,,,,russell girling,,,,,,,1
128379,7395,"nanya new material technology co.,ltd",,,,,,,,,,,,,,"nanya new material technology co.,ltd",china,1.644 billion usd,,,,,,,,,,,,1
157930,88983,u.s. xpress enterprises,usa,$0.11 b,,,,,,,,$2.18,,,,u.s. xpress enterprises,usa,,,,,,,,,$2.18,,,,1
67285,705,lennar corporation,,,founded 1954,employees 10753,,,ceo mr. jonathan m. jaffe,,,,,,,lennar corporation,usa,32.770 billion usd,,,,,jonathan m. jaffe,,,,,,,1
45910,4303,taylor morrison home corporation,,,,3000,,,,,,,,,httpswww.taylormorrison.com,taylor morrison home corporation,usa,3.519 billion usd,,,,,,,,,,,,1
133813,44743,tata communications,,,1986 37 yrs old,,telecom,,,,,,,,,tata communications,,,,12000,,,,,,,,,httpswww.tatacommunications.com,1
58869,5592,jiangsu zhongnan construction group,china,,not found,,railway railway vehicles and railway components infrastructure utilities,,not found,11527 million usd,,,,,,jiangsu zhongnan construction group,china,2.795 billion usd,,,,,,,,,,,,1
47578,5975,sho-bondholdings,,,,,,,,,,,,,httpwww.shobondhd.jp,sho-bondholdings,japan,2.439 billion usd,,,,,,,,,,,,1
111857,14599,simcorp,denmark,$2.80 b,,,,,,,,$69.86,,,,simcorp,denmark,,,,,,,,,68,,,,1
161842,82540,bristol-myers squibb,usa,$157.65 b,,,,,,,,$74.15,,,,bristol-myers squibb,usa,,,,,,,,,$72.51,,,,1
156905,100924,csw industrials,usa,$1.92 b,,,,,,,,$124.13,,,,csw industrials,usa,$1.79 b,,,,,,,,$116.06,,,,1
