id_1,id_2,l_name,l_country,l_market cap,l_founded year,l_employees,l_industry,l_sector,l_ceo,l_revenue,l_stock,l_share price,l_city,l_address,l_website,r_name,r_country,r_market cap,r_founded year,r_employees,r_industry,r_sector,r_ceo,r_revenue,r_stock,r_share price,r_city,r_address,r_website,label
150070,109745,resmed inc.,,$35.44 billion,1989,7970,,,mr. michael j. farrell be mba sm,,,,,,,resmed inc.,united states,$35.44 b,1989,7970,medical instruments supplies,healthcare,mr. michael j. farrell be mba sm,,rmd,,,,,1
55314,2023,qnb finansbank,turkey,,1987,,financial services banking services,,not found,772 million usd,,,,,,qnb finansbank,turkey,15.879 billion usd,,,,,,,,,,,,1
47153,37145,sun tv network,,,,1352,,,,,,,,,httpwww.suntv.in,sun tv network,,,,1352,,,,,,,,,httpwww.suntv.in,1
84245,13306,allegro.eu,poland,,,,,,,,,$7.25,,,,allegro.eu,poland,,,,,,,,,6,,,,1
36574,4979,canfor corporation,,,,7111,,,,,,,,,httpswww.canfor.com,canfor corporation,canada,2.673 billion usd,,,,,,,,,,,,1
69673,31875,aldi,,,10 xa0july 1946 split in two parts in 1960 renamed to aldi nord and aldi sud in 1962,,retail,,,us$,,,,,aldi .com,aldi,,,,25000,,,,,,,,,httpsaldi.com,1
166137,20675,corecivic,usa,$1.27 b,,,,,,,,$11.09,,,,corecivic,usa,$1.37 b,,,,,,,,$11.96,,,,1
98084,1604,targa resources,usa,$16.58 b,,,,,,,,$73.27,,,,targa resources,usa,10.043 billion usd,,,,,,,,,,,,1
114160,20858,audiocodes,israel,$0.60 b,,,,,,,,$18.72,,,,audiocodes,israel,$0.58 b,,,,,,,,$17.85,,,,1
113851,88032,guaranty bancshares,usa,$0.41 b,,,,,,,,$34.36,,,,guaranty bancshares,usa,,,,,,,,,$35.54,,,,1
111957,86369,tkh group,netherlands,$1.83 b,,,,,,,,$43.94,,,,tkh group,netherlands,,,,,,,,,$43.59,,,,1
170974,150589,international paper company,united states,$18.78 b,,,packaging containers,consumer discretionary,,,inpap,,,,,international paper company,,$18.78 billion,1898,49300,,,,,,,,,,1
151075,110906,stmicroelectronics,switzerland,45.43 billion usd,1987.0,48254,,,jeanmarc chery,,,,,,,stmicroelectronics,switzerland,$35.52 b,,,,,,,,$38.67,,,,1
187148,170451,baxter international inc.,,$40.13 billion,,60000,,,mr. jose e. almeida,,,,,,,baxter international inc.,united states,$40.13 b,,,medical instruments supplies,healthcare,,,bax,,,,,1
55034,52647,sage group,uk,,1981,,technology software and it software products,,not found,2416 million usd,,,,,,sage group,uk,,,11785,,technology,,2416 million usd,,,,,,1
167614,113639,mbm resources,malaysia,$0.31 b,,,,,,,,$0.80,,,,mbm resources,malaysia,$0.31 b,,,,,,,,$0.80,,,,1
86224,24004,flagstar bank,usa,,,,,,,,,$37.54,,,,flagstar bank,usa,$2.00 b,,,,,,,,$37.54,,,,1
121236,53538,vale sa,,,,74316,,,eduardo bartolomeo,,,,,,,vale sa,brazil,,1942,,basic materials mining metals iron and steel copper mining coal mining nickel precious metals,,jose luciano duarte penido,62990 million usd,,,,,,1
71267,42317,stanley black & decker,united states,$21.35 b,,,,,,,,,,,,stanley black & decker,,,,71300,,,james m. loree,,,,,,httpswww.stanleyblackanddecker.com,1
178760,15534,interrent real estate investment trust,,c$2.22 billion,,435,,,mr. michael darryl mcgahan,,,,,,,interrent real estate investment trust,canada,,,,,,,,,10,,,,1
121142,158,kering,,,,38553,,,francoishenri pinault,,,,,,,kering,france,101.460 billion usd,,,,,,,,,,,,1
159915,73121,macingo technologies,italy,,2014,17.0,,support services,,1601000,,,,,,macingo technologies,italy,,2014,,,support services,,1601000,,,,,,1
163921,153747,andritz,,$5.95 b,,,,,,,,$60.00,,,,andritz,none,$6.06 b,,,,,,,,$61.14,,,,1
164721,152958,advanced energy,usa,$3.43 b,,,,,,,,$91.91,,,,advanced energy,usa,$3.54 b,,,,,,,,$94.94,,,,1
48697,38689,anima holding s.p.a.,,,,,,,,,,,,,httpswww.animasgr.it,anima holding s.p.a.,,,,,,,,,,,,,httpswww.animasgr.it,1
124661,56963,tibet summit resources,,,,2007,,,,,,,,,,tibet summit resources,china,,not found,,basic materials mining,,not found,298 million usd,,,,,,1
132003,86155,fannie mae,united states,,1938,7400,business services supplies,,david c. benson,$100.3b,,,,,,fannie mae,usa,,,,,,,,,$2.83,,,,1
112690,18269,astro corporation,taiwan,$20.69 m,,,,,,,,$0.48,,,,astro corporation,taiwan,,,,,,,,,0,,,,1
126241,5257,vinati organics,,,,865,,,,,,,,,,vinati organics,india,2.583 billion usd,,,,,,,,,,,,1
99233,25094,far eastern new century,taiwan,$5.74 b,,,,,,,,$1.07,,,,far eastern new century,taiwan,$5.76 b,,,,,,,,$1.08,,,,1
167539,113698,black rifle coffee (brc),usa,$0.34 b,,,,,,,,$6.27,,,,black rifle coffee (brc),usa,$0.34 b,,,,,,,,$6.27,,,,1
151674,151347,axis bank,,,3 december 1993 29 years ago 19931203 as uti bank,,financial services,,,,,,,,,axis bank,india,29.96 billion usd,1993.0,78300,,,amitabh chaudhry,,,,,,,1
57385,35703,anhui zhongding sealing parts,china,,not found,,consumer cyclical automobile automobile parts,,not found,1830 million usd,,,,,,anhui zhongding sealing parts,,,,,,,,,,,,,httpwww.zhongdinggroup.comen,1
164240,99492,new jersey resources,usa,$4.77 b,,,,,,,,$49.54,,,,new jersey resources,usa,$4.80 b,,,,,,,,$49.88,,,,1
112141,61539,vacasa,usa,$0.69 b,,,,,,,,$1.53,,,,vacasa,usa,,2009,,rent lease services,,not found,not found,,,,,,1
161562,82263,p a h plumbing & heating ltd,,,,,,,,,,,,7amershamway measham swadlincote derbyshire unitedkingdom de127pd,,p a h plumbing & heating ltd,,,,,,,,,,,,,,1
73942,63570,kia,,,,,,,,,,,,,,kia,,,,,,,,,,,,,,1
153423,34721,united breweries,india,$5.25 b,,,,,,,,$19.86,,,,united breweries,,,,3207,,,,,,,,,httpunitedbreweries.com,1
86376,23908,ironwood pharmaceuticals,usa,,,,,,,,,$11.59,,,,ironwood pharmaceuticals,usa,$1.82 b,,,,,,,,$11.91,,,,1
110485,11350,alphabet (google),usa,$1.303 t,,,,,,,,$100.83,,,,alphabet (google),usa,,,,,,,,,88,,,,1
170703,150271,"lyondellbasell advanced polymers, inc.",united states,$26.38 b,,,chemicals,basic materials,,,slmnp,,,,,"lyondellbasell advanced polymers, inc.",,$26.38 billion,,5300,,,mr. bhavesh v. patel,,,,,,,1
91153,18842,link real estate investment trust,hong kong,,,,,real estate,,,823,,,,,link real estate investment trust,hong kong,us$18.27 billion,,1100,reitretail,real estate,mr. kwok lung hongchoy,,,,,,,1
57884,4606,"wuxi nce power co., ltd.",china,,not found,,technology semiconductors,,not found,220 million usd,,,,,,"wuxi nce power co., ltd.",china,2.971 billion usd,,,,,,,,,,,,1
113150,21872,nucleus software exports,india,$0.13 b,,,,,,,,$5.11,,,,nucleus software exports,india,$0.13 b,,,,,,,,$4.95,,,,1
97010,18898,kao corp,japan,$19.85 b,,,household personal products,consumer staples,,,4452,,,,,kao corp,japan,us$19.85 billion,,33409,household personal products,consumer staples,mr. yoshihiro hasebe,,,,,,,1
155536,53525,bank of montreal,canada,$70.01 b,,,,,,,,$99.46,,,,bank of montreal,canada,,1817,,financial services banking services,,george a cope,20692 million usd,,,,,,1
60001,48332,sparebank 1 ostlandet,norway,,1996,,financial services banking services,,not found,405 million usd,,,,,,sparebank 1 ostlandet,,,,,,,,,,,,,httpswww.sparebank1.no,1
96953,18939,legal & general group plc,united kingdom,$21.34 b,,,insurancelife,financials,,,lgen,,,,,legal & general group plc,united kingdom,us$21.34 billion,1836,10046,insurancelife,financials,dr. nigel david wilson,£45450 million 2021,,,,,,1
159219,138819,sunteck realty,india,$0.66 b,,,,,,,,$4.55,,,,sunteck realty,,,1981 42 yrs old,,real estate,,,,,,,,,1
33564,1961,tomra systems asa,,,,4530,,,,,,,,,httpswww.tomra.comen,tomra systems asa,norway,8.968 billion usd,,,,,,,,,,,,1
121132,53429,airbus,,,,125888,,,guillaume faury,,,,,,,airbus,netherlands,,1970,,industries aerospace and defense aeroplane defense products helicoptors space products aircrafts machinery manufacturing manufacturing,,rene obermann,57468 million usd,,,,,,1
97363,71369,uber,usa,$54.78 b,,,,,,,,$27.47,,,,uber,united states,$60.27 b,,,,,,,,,,,,1
73356,68169,schott packaging,uk,,2016,,,ecommerce,,2272847,,,,,,schott packaging,uk,,2016,,,ecommerce,,,,,,,,1
163475,19942,dino polska,poland,$8.24 b,,,,,,,,$84.10,,,,dino polska,poland,$7.85 b,,,,,,,,$80.16,,,,1
114980,15626,figs,usa,$1.39 b,,,,,,,,$8.39,,,,figs,usa,,,,,,,,,8,,,,1
120562,117765,ricoh europe finance limited,united kingdom,,,,,,,,,,london,20 triton street,,ricoh europe finance limited,united kingdom,,,,,,,,,,london,20 triton street,,1
122591,83791,godaddy,,,,6611,,,,,,,,,,godaddy,usa,,,,,,,,,$75.92,,,,1
162896,133559,essex property trust,usa,$14.49 b,,,,,,,,$216.19,,,,essex property trust,united states,,1971,1757,diversified financials,,michael j. schall,$1.4b,,,,,,1
125526,46151,mls,,,,,,,,,,,,,,mls,,,,,,,,,,,,,httpswww.mlssoccer.com,1
170115,169115,equinor asa,norway,$122.74 b,,,oil gas integrated,energy,,,eqnr,,,,,equinor asa,norway,,,,oil gas integrated,energy,,,eqnr,,,,,1
12737,2035,saputo,canada,,,,,,,,,25,,,,saputo,canada,11.642 billion usd,,,,,,,,,,,,1
126647,5663,"xometry, inc.",,,,788,,,,,,,,,,"xometry, inc.",usa,3.222 billion usd,,,,,,,,,,,,1
185511,121214,cigna corporation,,$84.67 billion,,72226,,,mr. david michael cordani,,,,,,,cigna corporation,,,,73800,,,david cordani,,,,,,,1
72281,49064,bank of tianjin,china,$1.55 b,,,,,,,,,,,,bank of tianjin,,,,,,,,,,,,,httpwww.bankoftianjin.com.cn,1
158065,103329,pkp cargo,poland,$0.15 b,,,,,,,,$3.41,,,,pkp cargo,poland,$0.15 b,,,,,,,,$3.57,,,,1
156211,94785,cross country healthcare,usa,$1.00 b,,,,,,,,$27.05,,,,cross country healthcare,,$1.04 b,,2.25,,,,$2.81 b,,$28.00,,,,1
125368,14625,focus financial partners,,,,2600,,,,,,,,,,focus financial partners,usa,,,,,,,,,40,,,,1
39171,7578,aspen insurance holdings,,,,,,,,,,,,,httpswww.aspen.co,aspen insurance holdings,bermuda,1.636 billion usd,,,,,,,,,,,,1
20452,14370,john bean technologies,usa,$2.84 b,,,,,,,,$89.21,,,,john bean technologies,usa,,,,,,,,,97,,,,1
113831,22503,nexpoint real estate finance,usa,$0.40 b,,,,,,,,$18.12,,,,nexpoint real estate finance,usa,$0.40 b,,,,,,,,$18.27,,,,1
112869,18077,advanced emissions solutions,usa,$57.9 m,,,,,,,,$3.03,,,,advanced emissions solutions,usa,,,,,,,,,2,,,,1
130294,86949,a10 networks,,,,590,,,,,,,,,,a10 networks,usa,,,,,,,,,$15.82,,,,1
155033,54297,fox corporation,usa,$16.85 b,,,,,,,,$29.95,,,,fox corporation,usa,,2019,,communication services media television services broadcasting consumer services advertising,,lachlan murdoch,13974 million usd,,,,,,1
64254,441,credit agricole,france,,,,,,,$73.61 b,,,,,,credit agricole,france,44.696 billion usd,,,,,,,,,,,,1
63056,41380,fortuna silver mines,canada,,not found,,basic materials metals precious metals silver mining,,not found,461 million usd,,,,,,fortuna silver mines,,,,1236,,,,,,,,,httpswww.fortunasilver.com,1
98593,92107,vivendi,france,$9.65 b,,,,,,,,$9.42,,,,vivendi,,,1853,,consumer services,broadcasting entertainment,,,,,,,,1
74119,71118,toyota industries,,,,,,,,,,,,,,toyota industries,japan,$18.92 b,,,,,,,,,,,,1
51442,41424,ferroglobe plc,,,,,,,,,,,,,httpswww.ferroglobe.com,ferroglobe plc,,,,,,,,,,,,,httpswww.ferroglobe.com,1
121641,53939,china resources land,,,,38087,,,tang yong,,,,,,,china resources land,china,,1994,,real estate construction property investments construction investments,,tang yong,30866 million usd,,,,,,1
127155,6171,solaria energia y medio ambiente,,,,,,,,,,,,,,solaria energia y medio ambiente,spain,2.513 billion usd,,,,,,,,,,,,1
109921,91083,"teradyne, inc.",united states,$19.85 b,1960,5900,semiconductor equipment materials,technology,mr. mark e. jagiela,,ter,,,,,"teradyne, inc.",united states,,,,,technology,,,ter,,,,,1
96050,21132,orion energy systems,,$64.6 m,,314.0,,,,$88.23 m,,$2.02,,,,orion energy systems,usa,$70.36 m,,,,,,,,$2.20,,,,1
163804,153823,yamaha,japan,$6.34 b,,,,,,,,$37.00,,,,yamaha,japan,$6.44 b,,,,,,,,$37.55,,,,1
160260,73466,soldats films,france,,2012,8.0,,media,,2320653,,,,,,soldats films,france,,2012,,,media,,2320653,,,,,,1
183946,1978,eiffage sa,,€9.14 billion,,72700,,,mr. benoit de ruffray,,,,,,,eiffage sa,france,10.630 billion usd,,,,,,,,,,,,1
82875,19609,chipotle mexican grill,usa,,,,,,,,,$1525,,,,chipotle mexican grill,usa,$41.84 b,,,,,,,,$1509,,,,1
164226,56932,tikehau capital,france,$4.81 b,,,,,,,,$27.97,,,,tikehau capital,france,,2004,,financial services asset management,,not found,454 million usd,,,,,,1
150168,90762,loblaw companies limited,,c$38.43 billion,toronto ontario canada 1956,200000,,,mr. galen g. weston b.a. m.b.a m.b.a.,,,,,,,loblaw companies limited,canada,,,,,consumer staples,,,l,,,,,1
71026,64502,valero energy,united states,$42.19 b,,,,,,,,,,,,valero energy,united states,,,,,,,$114 b,,,,,,1
99402,20110,jabal omar development,s. arabia,$5.12 b,,,,,,,,$4.44,,,,jabal omar development,saudi arabia,$5.43 b,,,,,,,,$4.71,,,,1
112391,18033,nucana,uk,$75.68 m,,,,,,,,$1.45,,,,nucana,uk,,,,,,,,,1,,,,1
52379,42004,nordea bank abp,finland,,,28051,,financial services,frank vangjensen,0 million usd,,,,,,nordea bank abp,,,,28051,,,frank vangjensen casper von koskull,,,,,,httpswww.nordea.com,1
57427,4153,alteryx,usa,,1997,,technology software and it software products artificial intelligence,,not found,536 million usd,,,,,,alteryx,usa,4.976 billion usd,,,,,,,,,,,,1
101989,87511,alector,usa,$0.77 b,,,,,,,,$9.38,,,,alector,usa,,,,,,,,,$8.72,,,,1
166453,47473,fulgent genetics,usa,$0.98 b,,,,,,,,$32.63,,,,fulgent genetics,,,,645,,,,,,,,,httpswww.fulgentgenetics.com,1
70893,26483,northrop grumman,united states,$69.84 b,,,,,,,,,,,,northrop grumman,usa,$83.14 b,,,,,,,,$540.21,,,,1
89601,21269,wolverine energy and infrastructure,canada,,,,,,,,,$0.06000,,,,wolverine energy and infrastructure,canada,$4.84 m,,,,,,,,$0.04000,,,,1
184004,8731,tokmanni group oyj,,€940.4 million,,4105,,,mr. mika rautiainen m.sc. econ.,,,,,,,tokmanni group oyj,finland,1.692 billion usd,,,,,,,,,,,,1
156176,95997,national western life,usa,$0.97 b,,,,,,,,$269.11,,,,national western life,,$0.98 b,,338.0,,,,$0.61 b,,$271.75,,,,1
145147,63287,china construction bank,,,,,,,,,,,,,,china construction bank,,,,,,,,,,,,,,1
178862,13939,wendel,,€4.02 billion,,88344,,,mr. andra franaoisponcet,,,,,,,wendel,france,,,,,,,,,96,,,,1
54474,1186,menards,usa,,not found,,retail home improvement,,john menard jr.,annual sales as on 2019 is 12.07 billion usd,,,,,,menards,usa,,,,,,,,,,,,,1
124501,35115,xiamen tungsten,,,,13819,,,,,,,,,,xiamen tungsten,,,,13819,,,,,,,,,httpwww.xiamentungsten.com,1
57826,46160,fukuoka financial group,japan,,2007,,financial services banking services,,not found,1784 million usd,,,,,,fukuoka financial group,,,,8316,,,,,,,,,httpswww.fukuokafg.com,1
84248,13093,agc,japan,,,,,,,,,$34.53,,,,agc,japan,,,,,,,,,34,,,,1
74232,54294,jsw steel,,,,,,,,,,,,,,jsw steel,india,,1982,,basic materials iron and steel metals mining manufacturing metal products manufacturing,,prashant jain,18003 million usd,,,,,,1
162910,154322,multiply group,united arab emirates,$14.27 b,,,,,,,,$1.27,,,,multiply group,unitedarabemirates,$14.48 b,,,,,,,,$1.29,,,,1
123925,56223,china avionicssystem,,,,,,,,,,,,,,china avionicssystem,china,,1999,,industries aerospace and defense,,not found,1544 million usd,,,,,,1
104809,53165,sngn romgaz sa,,$3.3b,,5884,energy and utilities,,,$1.4b,,,,pta c.i. motas nr. 4 medias 551130,www.romgaz.ro,sngn romgaz sa,romania,,,,,energy,,1306 million usd,,,,,,1
160420,73626,sian wholesale ltd,uk,,2003,50.0,,transport,,74719260,,,,,,sian wholesale ltd,uk,,2003,,,transport,,74719260,,,,,,1
152967,116109,ssr mining,canada,$3.54 b,,,,,,,,$17.18,,,,ssr mining,canada,$3.53 b,,,,,,,,$17.10,,,,1
112052,23330,westshore terminals investment,canada,$1.18 b,,,,,,,,$18.67,,,,westshore terminals investment,canada,$1.05 b,,,,,,,,$16.74,,,,1
95633,15407,upwork,,$1.65 b,,650.0,,,,$0.59 b,,$12.60,,,,upwork,usa,,,,,,,,,11,,,,1
22770,16587,fdc india,india,$0.58 b,,,,,,,,$3.50,,,,fdc india,india,,,,,,,,,3,,,,1
155816,112104,ellington financial,usa,$0.83 b,,,,,,,,$13.74,,,,ellington financial,usa,$0.82 b,,,,,,,,$13.70,,,,1
85862,45941,nova measuring instruments,israel,,,,,,,,,$90.57,,,,nova measuring instruments,,,,713,,,,,,,,,httpswww.novami.com,1
133061,98605,brenntag,germany,,2006,17236,trading companies,,christian kohlpaintner,$17b,,,,,,brenntag,germany,$9.52 b,,,,,,,,$61.64,,,,1
70728,26537,china life insurance,china,$43.02 b,,,,,,,,,,,,china life insurance,china,$120.10 b,,,,,,,,$5.22,,,,1
54370,42691,"inner mongolia baotou steel union co., ltd.",china,,1999,,basic materials iron and steel metal products manufacturing metal fabrication products,,not found,12542 million usd,,,,,,"inner mongolia baotou steel union co., ltd.",,,,28041,,,,,,,,,httpswww.baoganggf.com,1
68380,30785,sciant,bulgaria,,2016,,,technology,,,,,,,,sciant,bulgaria,,2016,79,technology,,,3192139,,,,,,1
96863,90934,sungrow power supply co. ltd,china,$23.55 b,,,electrical equipment parts,industrials,,,300274,,,,,sungrow power supply co. ltd,china,,,,,industrials,,,300274,,,,,1
66226,55612,gd power development,,,1992.0,,utilities,,,$23.2b,,,,,,gd power development,china,,1992,,utilities energy electricity generation power generation electric utilities renewable energy,,not found,24475 million usd,,,,,,1
136875,71267,stanley black & decker,,,1843 180 yrs old,,industrial machinery,,,,,,,,,stanley black & decker,united states,$21.35 b,,,,,,,,,,,,1
126478,37089,indiamart intermesh limited,,,,2826,,,,,,,,,,indiamart intermesh limited,,,,2826,,,,,,,,,httpswww.indiamart.com,1
115188,15411,talos energy,usa,$1.66 b,,,,,,,,$20.18,,,,talos energy,usa,,,,,,,,,18,,,,1
151107,42101,l3harris technologies,usa,43.12 billion usd,2019.0,47000,,,chris kubasik,,,,,,,l3harris technologies,,,,47000,,,chris kubasik,,,,,,httpswww.harris.com,1
66207,54343,cgi,,,1976.0,,it software services,,,$9.7b,,,,,,cgi,canada,,1976,,technology software and it software products software consulting services software outsourcing services consumer services professional services consulting services outsourcing and staffing,,serge godin,9686 million usd,,,,,,1
135477,74456,siemens energy,,,1847 176 yrs old,,power,,,,,,,,,siemens energy,,,,,,,,,,,,,,1
66385,42153,old dominion freight line,,,1934.0,,transportation,,,$5.3b,,,,,,old dominion freight line,,,,23663,,,greg c. gantt,,,,,,httpswww.odfl.com,1
47140,5533,eneva,,,,,,,,,,,,,httpswww.eneva.com.br,eneva,brazil,3.768 billion usd,,,,,,,,,,,,1
98772,74307,cleveland-cliffs,usa,$8.06 b,,,,,,,,$15.66,,,,cleveland-cliffs,,,,,,,,,,,,,,1
63571,19110,saint-gobain,,,,,,,,,,,,,,saint-gobain,france,us$30.16 billion,,167816,building products equipment,industrials,mr. benoit bazin,,,,,,,1
152440,14400,pjt partners,usa,$3.04 b,,,,,,,,$76.97,,,,pjt partners,usa,,,,,,,,,77,,,,1
83107,19670,constellation energy,usa,,,,,,,,,$85.16,,,,constellation energy,usa,$30.07 b,,,,,,,,$91.97,,,,1
67325,19012,"martin marietta materials, inc.",,,founded 1993,employees 10000,,,ceo mr. c. howard nye,,,,,,,"martin marietta materials, inc.",united states,$23.94 billion,1993,10000,building materials,basic materials,mr. c. howard nye,us$4.7 billion 2020,,,,,,1
60538,38859,shenzhen agricultural products group,china,,not found,,consumer defensive food chains distributor,,not found,595 million usd,,,,,,shenzhen agricultural products group,,,,,,,,,,,,,httpwww.szap.com,1
157202,127162,nexgen energy,canada,$2.26 b,,,,,,,,$4.72,,,,nexgen energy,,,,,,,,,,,,,,1
95671,15737,employers holdings,,$1.17 b,,608.0,,,,$0.69 b,,$43.09,,,,employers holdings,usa,,,,,,,,,43,,,,1
41080,9487,beyondsoft corporation,,,,,,,,,,,,,httpswww.beyondsoft.com,beyondsoft corporation,china,0.823 billion usd,,,,,,,,,,,,1
132633,83472,quest diagnostics,united states,,1967,49000,health care equipment services,,steve rusckowski,$10.7b,,,,,,quest diagnostics,usa,,,,,,,,,$147.94,,,,1
164257,45560,autohome,china,$4.71 b,,,,,,,,$37.57,,,,autohome,,,,,,,,,,,,,httpir.autohome.com.cn,1
151956,132640,macy's,,,october 28 1858 164 years ago 18581028 in new york new york u.s.,,retail,,,,,,,,,macy's,united states,,1929,88857,retailing,,jeffrey gennette,$25.3b,,,,,,1
62125,50453,"lingyuan iron & steel co., ltd.",china,,not found,,basic materials iron and steel,,not found,not found,,,,,,"lingyuan iron & steel co., ltd.",,,,,,,,,,,,,httpwww.lggf.com.cn,1
49166,39160,ramirent oyj,,,,,,,,,,,,,,ramirent oyj,,,,,,,,,,,,,,1
187210,42403,northern trust corporation,,$24.42 billion,,21100,,,mr. michael g. ogrady,,,,,,,northern trust corporation,,,,25000,,,michael g. ogrady,,,,,,httpswww.northerntrust.com,1
143928,49802,ivalua,united states,,2000,,fintech,,,,,,redwood city,,,ivalua,,,,,,,,,,,,,httpswww.ivalua.com,1
121210,31829,hca healthcare,,,,235000,,,samuel n. hazen,,,,,,,hca healthcare,,,,235000,,,samuel n. hazen,,,,,,httpshcahealthcare.com,1
71180,64656,williams,united states,$42.73 b,,,,,,,,,,,,williams,united states,,,,,,,$10.57 b,,,,,,1
161984,31912,aon,uk,$67.30 b,,,,,,,,$325.40,,,,aon,,,,50000,,,gregory c. case,,,,,,httpswww.aon.com,1
127342,6358,turning point therapeutics,,,,250,,,,,,,,,,turning point therapeutics,usa,3.805 billion usd,,,,,,,,,,,,1
124351,56653,tfs financial corporation,,,,1005,,,,,,,,,,tfs financial corporation,usa,,1938,,financial services banking services,,not found,286 million usd,,,,,,1
48151,6542,stride stapled group,,,,,,,,,,,,,httpsstrideproperty.co.nz,stride stapled group,new zealand,2.651 billion usd,,,,,,,,,,,,1
98361,12598,stanley black & decker,usa,$12.02 b,,,,,,,,$81.28,,,,stanley black & decker,usa,,,,,,,,,81,,,,1
115613,35005,blackberry,canada,$2.42 b,,,,,,,,$4.17,,,,blackberry,,,,3497,,,,,,,,,httpswww.blackberry.com,1
62288,9019,jiangsu baichuan high-tech new materials co. ltd,china,,not found,,basic materials chemicals,,not found,not found,,,,,,jiangsu baichuan high-tech new materials co. ltd,china,1.528 billion usd,,,,,,,,,,,,1
46227,4626,jeol,,,,3029,,,,,,,,,httpswww.jeol.co.jpen,jeol,japan,3.355 billion usd,,,,,,,,,,,,1
113125,103478,capacit'e infraprojects,india,$0.13 b,,,,,,,,$1.92,,,,capacit'e infraprojects,india,$0.11 b,,,,,,,,$1.73,,,,1
132212,64680,csl,australia,,1916,25000,drugs biotechnology,,paul roger perreault,$10.6b,,,,,,csl,australia,,,,,,,$10.59 b,,,,,,1
23353,15804,taro pharmaceutical,israel,$1.10 b,,,,,,,,$29.35,,,,taro pharmaceutical,israel,,,,,,,,,29,,,,1
152648,24315,encore wire,usa,$2.70 b,,,,,,,,$147.49,,,,encore wire,usa,$2.59 b,,,,,,,,$141.54,,,,1
138258,138246,icfai business school,,,1995 28 yrs old,,education training,,,,,,,,,icfai business school,,,1995 28 yrs old,,education training,,,,,,,,,1
108500,71389,industrial bank of korea,,$6.8b,,12603,financial services,,,$15.2b,,,,79 euljiro junggu seoul 04541,www.ibk.co.kr,industrial bank of korea,south korea,$6.97 b,,,,,,,,,,,,1
74380,26512,keyence,,,,,,,,,,,,,,keyence,japan,$98.21 b,,,,,,,,$404.97,,,,1
170413,19249,murata manufacturing co. ltd,japan,$43.41 b,,,electronic components,technology,,,6981,,,,,murata manufacturing co. ltd,japan,us$43.41 billion,,77398,electronic components,technology,,,,,,,,1
60531,38846,regional s. a. b. de c. v,mexico,,not found,,financial services banking services,,not found,616 million usd,,,,,,regional s. a. b. de c. v,,,,,,,,,,,,,httpswww.regional.mx,1
163264,25512,ares capital,usa,$10.07 b,,,,,,,,$19.03,,,,ares capital,usa,$9.70 b,,,,,,,,$18.76,,,,1
96779,18749,"cheniere energy partners, l.p.",united states,$26.68 b,,,oil gas midstream,energy,,,cqp,,,,,"cheniere energy partners, l.p.",united states,$26.68 billion,,,oil gas midstream,energy,mr. jack a. fusco,,,,,,,1
48118,24357,evolent health,,,,3500,,,,,,,,,httpswww.evolenthealth.com,evolent health,usa,$2.74 b,,,,,,,,$27.14,,,,1
52423,11950,ahold delhaize,netherlands,,,232000,,consumer defensive,frans muller,83312 million usd,,,,,,ahold delhaize,netherlands,,,,,,,,,29,,,,1
101992,23012,seres therapeutics,usa,$0.77 b,,,,,,,,$6.19,,,,seres therapeutics,usa,$0.76 b,,,,,,,,$6.11,,,,1
150536,91096,"bill.com holdings, inc.",,$19.65 billion,2006,1384,,,mr. rene a. lacerte,,,,,,,"bill.com holdings, inc.",united states,,,,,technology,,,bill,,,,,1
122201,1217,ntpc,,,,19918,,,gurdeep singh,,,,,,,ntpc,india,15.974 billion usd,,,,,,,,,,,,1
121377,53675,jiangsu hengrui medicine,,,,24431,,,,,,,,,,jiangsu hengrui medicine,china,,1997,,healthcare pharmaceutical biotechnology healthcare products technology,,sun piaoyang,3770 million usd,,,,,,1
153900,111629,autoliv,sweden,$7.21 b,,,,,,,,$83.12,,,,autoliv,sweden,$7.10 b,,,,,,,,$81.84,,,,1
60165,48499,krishna institute of medical sciences limited,india,,not found,,not found,,not found,not found,,,,,,krishna institute of medical sciences limited,,,,,,,,,,,,,,1
87251,16089,cerence,usa,,,,,,,,,$21.59,,,,cerence,usa,,,,,,,,,22,,,,1
53893,42210,itc,india,,1910,,consumer defensive tobacco products cigarettes hotels food products agriculture products fmcg tobacco and cigarette,,sanjiv puri,7520 million usd,,,,,,itc,,,,36500,,,sanjiv puri,,,,,,httpswww.itcportal.com,1
82950,11817,haleon,uk,,,,,,,,,$7.99,,,,haleon,uk,,,,,,,,,8,,,,1
162567,111264,sumitomo,japan,$21.85 b,,,,,,,,$17.48,,,,sumitomo,japan,$20.43 b,,,,,,,,$16.35,,,,1
150000,19284,lululemon athletica inc.,,$48.52 billion,1998,25000,,,mr. calvin r. mcdonald,,,,,,,lululemon athletica inc.,canada,$48.52 billion,1998,25000,apparel retail,consumer discretionary,mr. calvin r. mcdonald,us$4.4 billion 2020,,,,,,1
99766,24727,jcdecaux,france,$3.99 b,,,,,,,,$18.78,,,,jcdecaux,france,$3.97 b,,,,,,,,$18.37,,,,1
163660,99013,globalwafers,taiwan,$7.08 b,,,,,,,,$16.28,,,,globalwafers,taiwan,$6.68 b,,,,,,,,$15.35,,,,1
123749,2765,bank ozk,,,,2315,,,,,,,,,,bank ozk,usa,5.499 billion usd,,,,,,,,,,,,1
