,table_1,table_2,column_table_1,column_table_2,match_value
1354,IGMM-disfold.json,Wissel-info-clipper.com.json,country,Country,0.79648876
1355,IGMM-disfold.json,Wissel-info-clipper.com.json,name,Name,0.7870349
1356,IGMM-disfold.json,Wissel-info-clipper.com.json,code,Postalcode,0.45988744
1357,IGMM-disfold.json,Wissel-info-clipper.com.json,industry,INDEX,0.3882891
1358,IGMM-disfold.json,Wissel-info-clipper.com.json,link,URL,0.29262662
1359,IGMM-disfold.json,Wissel-info-clipper.com.json,employees,State,0.2899528
1360,IGMM-disfold.json,GioPonSpiz-disfold.json,marketcap,marketCap,0.8562979
1361,IGMM-disfold.json,GioPonSpiz-disfold.json,industry,industry,0.8541049
1362,IGMM-disfold.json,GioPonSpiz-disfold.json,country,country,0.85165393
1363,IGMM-disfold.json,GioPonSpiz-disfold.json,sector,sector,0.84889656
1364,IGMM-disfold.json,GioPonSpiz-disfold.json,name,name,0.8422001
1365,IGMM-disfold.json,GioPonSpiz-disfold.json,rank,stock,0.34338433
1366,IGMM-disfold.json,GioPonSpiz-disfold.json,link,stock,0.34338433
1367,IGMM-disfold.json,Silvestri-ft.com.json,country,country,0.84169865
1368,IGMM-disfold.json,Silvestri-ft.com.json,sector,sector,0.8389413
1369,IGMM-disfold.json,Silvestri-ft.com.json,name,name,0.8322448
1370,IGMM-disfold.json,Silvestri-ft.com.json,employees,employees_2017,0.6319403
1371,IGMM-disfold.json,Silvestri-ft.com.json,employees,employees_2020,0.6319403
1372,IGMM-disfold.json,Silvestri-ft.com.json,revenue,revenue_2017,0.5980588
1373,IGMM-disfold.json,Silvestri-ft.com.json,revenue,revenue_2020,0.5980588
1374,IGMM-disfold.json,Silvestri-ft.com.json,founded,founding_year,0.4691496
1375,IGMM-disfold.json,Slytherin-value.today.json,industry,industry,0.89992994
1376,IGMM-disfold.json,Slytherin-value.today.json,country,country,0.897479
1377,IGMM-disfold.json,Slytherin-value.today.json,founded,founded,0.897479
1378,IGMM-disfold.json,Slytherin-value.today.json,revenue,revenue,0.897479
1379,IGMM-disfold.json,Slytherin-value.today.json,name,name,0.88802516
1380,IGMM-disfold.json,Slytherin-value.today.json,rank,rank,0.88802516
1381,IGMM-disfold.json,Slytherin-value.today.json,link,link,0.88802516
1382,IGMM-disfold.json,Slytherin-value.today.json,ceo,ceo,0.88390434
1383,IGMM-disfold.json,IGMM-companiesmarketcap.json,marketcap,marketcap,0.84482527
1384,IGMM-disfold.json,IGMM-companiesmarketcap.json,country,country,0.8401813
1385,IGMM-disfold.json,IGMM-companiesmarketcap.json,name,name,0.83072746
1386,IGMM-disfold.json,IGMM-companiesmarketcap.json,code,code,0.83072746
1387,IGMM-disfold.json,IGMM-companiesmarketcap.json,rank,rank,0.83072746
1388,IGMM-disfold.json,IGMM-companiesmarketcap.json,employees,categories,0.32381955
1389,IGMM-disfold.json,IGMM-value.today.json,name,name,0.79963434
1390,IGMM-disfold.json,IGMM-value.today.json,ceo,ceo,0.7955135
1391,IGMM-disfold.json,IGMM-value.today.json,headquarters,headquarters country,0.6000007
1392,IGMM-disfold.json,IGMM-value.today.json,employees,number of employees,0.5511225
1393,IGMM-disfold.json,IGMM-value.today.json,net income,annual net income in USD,0.46093145
1394,IGMM-disfold.json,IGMM-value.today.json,revenue,annual revenue in USD,0.3844558
1395,IGMM-disfold.json,IGMM-value.today.json,marketcap,market value (Jan-07-2022),0.35705197
1396,IGMM-disfold.json,IGMM-value.today.json,code,company website,0.3362047
1397,IGMM-disfold.json,IGMM-value.today.json,rank,world rank (Jan-2020),0.27217132
1398,IGMM-disfold.json,Slytherin-forbes.com.json,employees,employees,0.9051966
1399,IGMM-disfold.json,Slytherin-forbes.com.json,industry,industry,0.9030036
1400,IGMM-disfold.json,Slytherin-forbes.com.json,country,country,0.90055263
1401,IGMM-disfold.json,Slytherin-forbes.com.json,founded,founded,0.90055263
1402,IGMM-disfold.json,Slytherin-forbes.com.json,revenue,revenue,0.90055263
1403,IGMM-disfold.json,Slytherin-forbes.com.json,name,name,0.8910988
1404,IGMM-disfold.json,Slytherin-forbes.com.json,link,link,0.8910988
1405,IGMM-disfold.json,Slytherin-forbes.com.json,ceo,ceo,0.886978
1406,IGMM-disfold.json,DDD-cbinsight.com.json,industry,industry,0.81986225
1407,IGMM-disfold.json,DDD-cbinsight.com.json,country,country,0.8174113
1408,IGMM-disfold.json,DDD-cbinsight.com.json,founded,founded,0.8174113
1409,IGMM-disfold.json,DDD-cbinsight.com.json,name,name,0.80795753
1410,IGMM-disfold.json,DDD-cbinsight.com.json,sector,investors,0.31679213
1411,IGMM-disfold.json,DDD-cbinsight.com.json,employees,stage,0.31087536
1412,IGMM-disfold.json,FR-valuetoday.json,country,Country,0.83457696
1413,IGMM-disfold.json,FR-valuetoday.json,name,Name,0.8251232
1414,IGMM-disfold.json,FR-valuetoday.json,ceo,CEO,0.82100236
1415,IGMM-disfold.json,FR-valuetoday.json,founded,Founded Year,0.5868886
1416,IGMM-disfold.json,FR-valuetoday.json,employees,Number of Employees,0.5766113
1417,IGMM-disfold.json,FR-valuetoday.json,marketcap,Market Value,0.502841
1418,IGMM-disfold.json,FR-valuetoday.json,sector,IPO Year,0.28719136
1419,IGMM-disfold.json,FR-valuetoday.json,rank,IPO Year,0.28494462
1420,IGMM-disfold.json,Avengers-valueToday.json,name,name,0.8034906
1421,IGMM-disfold.json,Avengers-valueToday.json,ceo,ceo,0.79936975
1422,IGMM-disfold.json,Avengers-valueToday.json,headquarters,headquarters_country,0.6038569
1423,IGMM-disfold.json,Avengers-valueToday.json,founded,founders,0.5799944
1424,IGMM-disfold.json,Avengers-valueToday.json,employees,number_of_employees,0.54456204
1425,IGMM-disfold.json,Avengers-valueToday.json,rank,world_rank,0.4763431
1426,IGMM-disfold.json,Avengers-valueToday.json,revenue,annual_revenue_in_usd,0.37789539
1427,IGMM-disfold.json,Avengers-valueToday.json,code,company_website,0.34006095
1428,IGMM-disfold.json,Slytherin-ft.com.json,employees,employees,0.89235777
1429,IGMM-disfold.json,Slytherin-ft.com.json,industry,industry,0.89016473
1430,IGMM-disfold.json,Slytherin-ft.com.json,country,country,0.8877138
1431,IGMM-disfold.json,Slytherin-ft.com.json,founded,founded,0.8877138
1432,IGMM-disfold.json,Slytherin-ft.com.json,revenue,revenue,0.8877138
1433,IGMM-disfold.json,Slytherin-ft.com.json,name,name,0.87825996
1434,IGMM-disfold.json,Slytherin-ft.com.json,link,link,0.87825996
1435,IGMM-disfold.json,GioPonSpiz-valueToday2.json,marketcap,marketCap,0.8472448
1436,IGMM-disfold.json,GioPonSpiz-valueToday2.json,country,country,0.8426008
1437,IGMM-disfold.json,GioPonSpiz-valueToday2.json,name,name,0.833147
1438,IGMM-disfold.json,GioPonSpiz-valueToday2.json,ceo,CEO,0.82902616
1439,IGMM-disfold.json,GioPonSpiz-valueToday2.json,rank,world_rank,0.5059995
1440,IGMM-disfold.json,Wissel-gov.uk.json,name,Name,0.75516397
1441,IGMM-disfold.json,Wissel-gov.uk.json,code,Company Type,0.31984657
1442,IGMM-disfold.json,Wissel-gov.uk.json,founded,ID,0.26275843
1443,IGMM-disfold.json,Wissel-gov.uk.json,link,URL,0.26075566
1444,IGMM-disfold.json,Wissel-gov.uk.json,revenue,Registration Date,0.25678742
1445,IGMM-disfold.json,Avengers-disfold.json,employees,employees,0.84822154
1446,IGMM-disfold.json,Avengers-disfold.json,founded,founded,0.8435776
1447,IGMM-disfold.json,Avengers-disfold.json,name,name,0.83412373
1448,IGMM-disfold.json,Avengers-disfold.json,ceo,ceo,0.8300029
1449,IGMM-disfold.json,Avengers-disfold.json,marketcap,market_cap,0.7084868
1450,IGMM-disfold.json,Avengers-disfold.json,headquarters,headquarters_country,0.63449013
1451,IGMM-disfold.json,GioPonSpiz-wiki.json,headquarters,Headquarters,0.8634042
1452,IGMM-disfold.json,GioPonSpiz-wiki.json,industry,Industry,0.8558284
1453,IGMM-disfold.json,GioPonSpiz-wiki.json,founded,Founded,0.85337746
1454,IGMM-disfold.json,GioPonSpiz-wiki.json,sector,Sector,0.8506201
1455,IGMM-disfold.json,GioPonSpiz-wiki.json,name,Name,0.8439236
1456,IGMM-disfold.json,FR-followers.json,country,Company,0.31946957
1457,IGMM-disfold.json,FR-followers.json,industry,Instagram,0.22498852
1458,IGMM-disfold.json,FR-followers.json,rank,Facebook,0.20703083
1459,IGMM-disfold.json,FR-followers.json,link,Facebook,0.20703083
1460,IGMM-disfold.json,FR-followers.json,sector,Twitter,0.20003998
1461,IGMM-disfold.json,FR-followers.json,marketcap,Pinterest,0.16169146
1462,IGMM-disfold.json,DDD-companiesmarketcap.com.json,marketcap,marketcap,0.83228266
1463,IGMM-disfold.json,DDD-companiesmarketcap.com.json,country,country,0.8276387
1464,IGMM-disfold.json,DDD-companiesmarketcap.com.json,name,name,0.81818485
1465,IGMM-disfold.json,DDD-companiesmarketcap.com.json,rank,rank,0.81818485
1466,IGMM-disfold.json,DDD-companiesmarketcap.com.json,employees,categories,0.31127697
1467,IGMM-disfold.json,FR-sole24ore.json,name,Unnamed: 1,0.24488747
1468,IGMM-disfold.json,FR-sole24ore.json,net income,E-commerce,0.20308582
1469,IGMM-disfold.json,MalPatSaj-wikipedia.org.json,headquarters,Headquarters,0.855893
1470,IGMM-disfold.json,MalPatSaj-wikipedia.org.json,industry,Industry,0.8483172
1471,IGMM-disfold.json,MalPatSaj-wikipedia.org.json,founded,Founded,0.84586626
1472,IGMM-disfold.json,MalPatSaj-wikipedia.org.json,sector,Sector,0.8431089
1473,IGMM-disfold.json,MalPatSaj-wikipedia.org.json,name,Name,0.83641243
1474,IGMM-disfold.json,MalPatSaj-wikipedia.org.json,employees,Notes,0.36874205
1475,IGMM-disfold.json,Gren-companiesmarketcap.com.json,country,country,0.79404986
1476,IGMM-disfold.json,Gren-companiesmarketcap.com.json,name,name,0.78459597
1477,IGMM-disfold.json,Gren-companiesmarketcap.com.json,marketcap,market_capitalization_USD,0.3834891
1478,IGMM-disfold.json,IGMM-cbinsights.json,industry,industry,0.7875368
1479,IGMM-disfold.json,IGMM-cbinsights.json,country,country,0.78508586
1480,IGMM-disfold.json,IGMM-cbinsights.json,sector,selectinvestors,0.35562623
1481,IGMM-disfold.json,IGMM-cbinsights.json,founded,datejoined,0.28731158
1482,IGMM-disfold.json,IGMM-cbinsights.json,name,valuation,0.22893609
1483,IGMM-disfold.json,DeBiGa-disfold.json,headquarters,headquarters,0.9113267
1484,IGMM-disfold.json,DeBiGa-disfold.json,employees,employees,0.90594393
1485,IGMM-disfold.json,DeBiGa-disfold.json,industry,industry,0.9037509
1486,IGMM-disfold.json,DeBiGa-disfold.json,country,country,0.90129995
1487,IGMM-disfold.json,DeBiGa-disfold.json,founded,founded,0.90129995
1488,IGMM-disfold.json,DeBiGa-disfold.json,sector,sector,0.8985426
1489,IGMM-disfold.json,DeBiGa-disfold.json,name,name,0.8918461
1490,IGMM-disfold.json,DeBiGa-disfold.json,ceo,ceo,0.8877253
1491,IGMM-disfold.json,DeBiGa-disfold.json,marketcap,market_cap,0.7662091
1492,IGMM-disfold.json,DeBiGa-disfold.json,rank,stock,0.39303035
1493,IGMM-disfold.json,DeBiGa-disfold.json,link,stock,0.39303035
1494,IGMM-disfold.json,MalPatSaj-forbes.com.json,country,Country,0.7948062
1495,IGMM-disfold.json,MalPatSaj-forbes.com.json,name,Name,0.78535235
1496,IGMM-disfold.json,MalPatSaj-forbes.com.json,marketcap,Market Value,0.46307015
1497,IGMM-disfold.json,MalPatSaj-forbes.com.json,employees,Sales,0.32421795
1498,IGMM-disfold.json,Silvestri-forbes.com.json,country,country,0.8086822
1499,IGMM-disfold.json,Silvestri-forbes.com.json,name,name,0.79922837
1500,IGMM-disfold.json,Silvestri-forbes.com.json,revenue,revenue_2022,0.5650424
1501,IGMM-disfold.json,Silvestri-forbes.com.json,marketcap,market_value_apr_2022,0.38927042
1502,IGMM-disfold.json,DeBiGa-wiki.json,headquarters,headquarters,0.84871507
1503,IGMM-disfold.json,DeBiGa-wiki.json,industry,industry,0.84113926
1504,IGMM-disfold.json,DeBiGa-wiki.json,founded,founded,0.8386883
1505,IGMM-disfold.json,DeBiGa-wiki.json,revenue,revenue,0.8386883
1506,IGMM-disfold.json,DeBiGa-wiki.json,name,name,0.8292345
1507,IGMM-disfold.json,DeBiGa-wiki.json,employees,number_of_employees,0.57030594
1508,IGMM-disfold.json,DeBiGa-wiki.json,net income,operating_income,0.46324074
1509,IGMM-disfold.json,DeBiGa-wiki.json,sector,services,0.3533942
1510,IGMM-disfold.json,DeBiGa-wiki.json,code,type,0.34113932
1511,IGMM-disfold.json,Avengers-companiesMarketCap.json,country,country,0.8192742
1512,IGMM-disfold.json,Avengers-companiesMarketCap.json,name,name,0.8098204
1513,IGMM-disfold.json,Avengers-companiesMarketCap.json,rank,rank,0.8098204
1514,IGMM-disfold.json,Avengers-companiesMarketCap.json,marketcap,market_cap,0.68418336
1515,IGMM-disfold.json,Avengers-companiesMarketCap.json,founded,id,0.31741482
1516,IGMM-disfold.json,Avengers-companiesMarketCap.json,employees,categories,0.30291247
1517,IGMM-disfold.json,Avengers-hitHorizons.json,industry,industry,0.7893784
1518,IGMM-disfold.json,Avengers-hitHorizons.json,name,name,0.7774736
1519,IGMM-disfold.json,Avengers-hitHorizons.json,code,sic_code,0.4872951
1520,IGMM-disfold.json,Avengers-hitHorizons.json,founded,id,0.2850681
1521,IGMM-disfold.json,Avengers-hitHorizons.json,sector,address,0.23077771
1522,IGMM-disfold.json,FR-disfold.json,employees,Employees,0.83502966
1523,IGMM-disfold.json,FR-disfold.json,founded,Founded,0.8303857
1524,IGMM-disfold.json,FR-disfold.json,name,Name,0.82093185
1525,IGMM-disfold.json,FR-disfold.json,ceo,CEO,0.816811
1526,IGMM-disfold.json,FR-disfold.json,sector,Top Competitor,0.36200333
1527,IGMM-disfold.json,MarScoToc-companiesmarketcap.com.json,country,Country,0.8250811
1528,IGMM-disfold.json,MarScoToc-companiesmarketcap.com.json,name,Name,0.8156273
1529,IGMM-disfold.json,MarScoToc-companiesmarketcap.com.json,rank,Rank,0.8156273
1530,IGMM-disfold.json,MarScoToc-companiesmarketcap.com.json,marketcap,Master Cap,0.46479517
1531,IGMM-disfold.json,MarScoToc-companiesmarketcap.com.json,employees,Share Price,0.27753207
1532,IGMM-disfold.json,DDD-teamblind.com.json,industry,industry,0.8087233
1533,IGMM-disfold.json,DDD-teamblind.com.json,founded,founded,0.8062723
1534,IGMM-disfold.json,DDD-teamblind.com.json,name,name,0.7968185
1535,IGMM-disfold.json,DDD-teamblind.com.json,employees,size,0.30894607
1536,IGMM-disfold.json,DDD-teamblind.com.json,code,size,0.30872327
1537,IGMM-disfold.json,DDD-teamblind.com.json,link,locations,0.25012255
1538,IGMM-disfold.json,Wissel-companiesmarketcap.com.json,employees,Employees,0.8283319
1539,IGMM-disfold.json,Wissel-companiesmarketcap.com.json,marketcap,Marketcap,0.8283319
1540,IGMM-disfold.json,Wissel-companiesmarketcap.com.json,revenue,Revenue,0.8236879
1541,IGMM-disfold.json,Wissel-companiesmarketcap.com.json,name,Name,0.8142341
1542,IGMM-disfold.json,Wissel-companiesmarketcap.com.json,code,Company code,0.5749484
1543,IGMM-disfold.json,Wissel-companiesmarketcap.com.json,country,Category,0.38998595
1544,IGMM-disfold.json,Wissel-companiesmarketcap.com.json,founded,ID,0.3218285
1545,IGMM-disfold.json,Wissel-companiesmarketcap.com.json,link,URL,0.31982574
1546,IGMM-disfold.json,FR-ft.json,country,Country,0.8307194
1547,IGMM-disfold.json,FR-ft.json,sector,Sector,0.82796204
1548,IGMM-disfold.json,FR-ft.json,name,Name,0.8212656
1549,IGMM-disfold.json,FR-ft.json,rank,Rank,0.8212656
1550,IGMM-disfold.json,FR-ft.json,revenue,Revenue 2020 (€),0.52363116
1551,IGMM-disfold.json,FR-ft.json,revenue,Revenue 2017 (€),0.52363116
1552,IGMM-disfold.json,FR-ft.json,founded,Founding Year,0.45817035
1553,IGMM-disfold.json,FR-ft.json,employees,Number of employees 2020,0.44610173
1554,IGMM-disfold.json,FR-ft.json,employees,Number of employees 2017,0.44610173
1555,IGMM-disfold.json,FR-famcap_germany.json,headquarters,Headquarters,0.8366965
1556,IGMM-disfold.json,FR-famcap_germany.json,employees,Employees,0.8313137
1557,IGMM-disfold.json,FR-famcap_germany.json,founded,Founded,0.82666975
1558,IGMM-disfold.json,FR-famcap_germany.json,sector,Sector,0.8239124
1559,IGMM-disfold.json,FR-famcap_germany.json,rank,Rank,0.8172159
1560,IGMM-disfold.json,FR-famcap_germany.json,revenue,Revenues 2018 $m,0.5195815
1561,IGMM-disfold.json,FR-famcap_germany.json,country,Company,0.4051011
1562,IGMM-disfold.json,FR-famcap_germany.json,name,Website,0.30035725
1563,IGMM-disfold.json,FR-famcap_germany.json,marketcap,Family ownership,0.2330479
1564,IGMM-disfold.json,MalPatSaj-companiesmarketcap.com.json,marketcap,MarketCap,0.8147146
1565,IGMM-disfold.json,MalPatSaj-companiesmarketcap.com.json,country,Country,0.81007063
1566,IGMM-disfold.json,MalPatSaj-companiesmarketcap.com.json,name,Name,0.8006168
1567,IGMM-disfold.json,MalPatSaj-companiesmarketcap.com.json,link,Symbol,0.27561682
1568,IGMM-disfold.json,FR-company_social_urls.json,country,Company,0.31946957
1569,IGMM-disfold.json,FR-company_social_urls.json,industry,Instagram,0.22498852
1570,IGMM-disfold.json,FR-company_social_urls.json,rank,Facebook,0.20703083
1571,IGMM-disfold.json,FR-company_social_urls.json,link,Facebook,0.20703083
1572,IGMM-disfold.json,FR-company_social_urls.json,sector,Twitter,0.20003998
1573,IGMM-disfold.json,FR-company_social_urls.json,marketcap,Pinterest,0.16169146
1574,IGMM-disfold.json,GioPonSpiz-marketCap2.json,country,country,0.8009933
1575,IGMM-disfold.json,GioPonSpiz-marketCap2.json,name,name,0.7915395
1576,IGMM-disfold.json,GioPonSpiz-marketCap2.json,code,codice,0.53082526
1577,IGMM-disfold.json,GioPonSpiz-marketCap2.json,marketcap,pricecap,0.36673257
1578,IGMM-disfold.json,FR-campaignindia.json,rank,RANK,0.7794882
1579,IGMM-disfold.json,FR-campaignindia.json,marketcap,MAIN MARKET,0.47779652
1580,IGMM-disfold.json,FR-campaignindia.json,name,BRAND NAME,0.46704662
1581,IGMM-disfold.json,FR-campaignindia.json,country,CATEGORY,0.35524014
1582,Gren-value.today.json,Silvestri-disfold.com.json,name,name,0.7670536
1583,Gren-value.today.json,Silvestri-disfold.com.json,headquarters_country,country,0.43472943
1584,Gren-value.today.json,Silvestri-disfold.com.json,market_capitalization_2022,market_value_apr_2022,0.4327849
1585,Gren-value.today.json,Silvestri-disfold.com.json,employees_number,sector,0.19241998
1586,Gren-value.today.json,Gren-ft.com.json,name,name,0.78940827
1587,Gren-value.today.json,Gren-ft.com.json,employees_number,employees_number_2020,0.66743416
1588,Gren-value.today.json,Gren-ft.com.json,employees_number,employees_number_2017,0.66743416
1589,Gren-value.today.json,Gren-ft.com.json,headquarters_country,country,0.45708406
1590,Gren-value.today.json,Gren-ft.com.json,annual_revenue_USD,revenue_2020_EU,0.3705265
1591,Gren-value.today.json,Gren-ft.com.json,annual_revenue_USD,revenue_2017_EU,0.3705265
1592,Gren-value.today.json,MarScoToc-disfold.com.json,name,Name,0.7592702
1593,Gren-value.today.json,MarScoToc-disfold.com.json,headquarters_country,Country,0.42694595
1594,Gren-value.today.json,MarScoToc-disfold.com.json,market_capitalization_2022,MasterCap,0.21249197
1595,Gren-value.today.json,MarScoToc-disfold.com.json,employees_number,Sector,0.1846365
1596,Gren-value.today.json,MarScoToc-wikipedia.org.json,name,Name,0.7658129
1597,Gren-value.today.json,MarScoToc-wikipedia.org.json,headquarters_country,headQuarters,0.5661792
1598,Gren-value.today.json,MarScoToc-wikipedia.org.json,annual_revenue_USD,Area Served,0.20141895
1599,Gren-value.today.json,Slytherin-disfold.com.json,name,name,0.82073236
1600,Gren-value.today.json,Slytherin-disfold.com.json,CEO,ceo,0.8166115
1601,Gren-value.today.json,Slytherin-disfold.com.json,headquarters_country,headquarters,0.6210987
1602,Gren-value.today.json,Slytherin-disfold.com.json,employees_number,employees,0.5902042
1603,Gren-value.today.json,Slytherin-disfold.com.json,market_capitalization_2022,market_cap,0.5082324
1604,Gren-value.today.json,Slytherin-disfold.com.json,twitter_page_url,link,0.2409705
1605,Gren-value.today.json,FR-forbes.json,name,Name,0.7609626
1606,Gren-value.today.json,FR-forbes.json,annual_revenue_USD,Revenue,0.3591701
1607,Gren-value.today.json,FR-forbes.json,headquarters_country,Industry,0.2520341
1608,Gren-value.today.json,FR-forbes.json,market_capitalization_2022,Location,0.2268148
1609,Gren-value.today.json,MarScoToc-ambitionbox.com.json,name,Name,0.7666021
1610,Gren-value.today.json,MarScoToc-ambitionbox.com.json,headquarters_country,Headquarter,0.54132205
1611,Gren-value.today.json,MarScoToc-ambitionbox.com.json,CEO,Ownership,0.22642356
1612,Gren-value.today.json,MarScoToc-ambitionbox.com.json,market_capitalization_2022,Foundation Year,0.21061072
1613,Gren-value.today.json,DeBiGa-govuk_bigsize.json,name,name,0.75202596
1614,Gren-value.today.json,DeBiGa-govuk_bigsize.json,employees_number,company_number,0.3914798
1615,Gren-value.today.json,DeBiGa-govuk_bigsize.json,market_capitalization_2022,company_creation_date,0.20865566
1616,Gren-value.today.json,DeBiGa-govuk_bigsize.json,twitter_page_url,registered_office_address,0.13519669
1617,Gren-value.today.json,Wissel-info-clipper.com.json,name,Name,0.7697196
1618,Gren-value.today.json,Wissel-info-clipper.com.json,headquarters_country,Country,0.4373954
1619,Gren-value.today.json,Wissel-info-clipper.com.json,twitter_page_url,URL,0.31911045
1620,Gren-value.today.json,Wissel-info-clipper.com.json,CEO,City,0.27531126
1621,Gren-value.today.json,Wissel-info-clipper.com.json,market_capitalization_2022,Location type,0.21932967
1622,Gren-value.today.json,GioPonSpiz-disfold.json,name,name,0.7606752
1623,Gren-value.today.json,GioPonSpiz-disfold.json,headquarters_country,country,0.428351
1624,Gren-value.today.json,GioPonSpiz-disfold.json,market_capitalization_2022,marketCap,0.35282478
1625,Gren-value.today.json,GioPonSpiz-disfold.json,employees_number,sector,0.18604156
1626,Gren-value.today.json,Silvestri-ft.com.json,name,name,0.7820008
1627,Gren-value.today.json,Silvestri-ft.com.json,employees_number,employees_2017,0.5296899
1628,Gren-value.today.json,Silvestri-ft.com.json,employees_number,employees_2020,0.5296899
1629,Gren-value.today.json,Silvestri-ft.com.json,headquarters_country,country,0.4496766
1630,Gren-value.today.json,Silvestri-ft.com.json,annual_revenue_USD,revenue_2017,0.38449183
1631,Gren-value.today.json,Silvestri-ft.com.json,annual_revenue_USD,revenue_2020,0.38449183
1632,Gren-value.today.json,Slytherin-value.today.json,name,name,0.78628105
1633,Gren-value.today.json,Slytherin-value.today.json,CEO,ceo,0.7821602
1634,Gren-value.today.json,Slytherin-value.today.json,headquarters_country,country,0.45395684
1635,Gren-value.today.json,Slytherin-value.today.json,annual_revenue_USD,revenue,0.38448852
1636,Gren-value.today.json,Slytherin-value.today.json,twitter_page_url,link,0.20651919
1637,Gren-value.today.json,IGMM-companiesmarketcap.json,name,name,0.75685006
1638,Gren-value.today.json,IGMM-companiesmarketcap.json,headquarters_country,country,0.42452586
1639,Gren-value.today.json,IGMM-companiesmarketcap.json,market_capitalization_2022,marketcap,0.34899962
1640,Gren-value.today.json,IGMM-companiesmarketcap.json,employees_number,rank,0.17708819
1641,Gren-value.today.json,IGMM-value.today.json,name,name,0.8161612
1642,Gren-value.today.json,IGMM-value.today.json,CEO,ceo,0.8120404
1643,Gren-value.today.json,IGMM-value.today.json,headquarters_country,headquarters country,0.75155085
1644,Gren-value.today.json,IGMM-value.today.json,annual_revenue_USD,annual revenue in USD,0.60633105
1645,Gren-value.today.json,IGMM-value.today.json,employees_number,number of employees,0.5654203
1646,Gren-value.today.json,IGMM-value.today.json,annual_net_income_USD,annual net income in USD,0.5598368
1647,Gren-value.today.json,IGMM-value.today.json,market_capitalization_2022,market value (Jan-07-2022),0.3528676
1648,Gren-value.today.json,IGMM-value.today.json,wikipedia_page_url,world rank (Jan-2020),0.19383594
1649,Gren-value.today.json,Slytherin-forbes.com.json,name,name,0.8003074
1650,Gren-value.today.json,Slytherin-forbes.com.json,CEO,ceo,0.79618657
1651,Gren-value.today.json,Slytherin-forbes.com.json,employees_number,employees,0.5697792
1652,Gren-value.today.json,Slytherin-forbes.com.json,headquarters_country,country,0.4679832
1653,Gren-value.today.json,Slytherin-forbes.com.json,annual_revenue_USD,revenue,0.39851487
1654,Gren-value.today.json,Slytherin-forbes.com.json,twitter_page_url,link,0.22054555
1655,Gren-value.today.json,DDD-cbinsight.com.json,name,name,0.7534555
1656,Gren-value.today.json,DDD-cbinsight.com.json,headquarters_country,country,0.4211313
1657,Gren-value.today.json,DDD-cbinsight.com.json,CEO,city,0.25904718
1658,Gren-value.today.json,DDD-cbinsight.com.json,market_capitalization_2022,valuation,0.21576822
1659,Gren-value.today.json,DDD-cbinsight.com.json,annual_revenue_USD,founded,0.16928752
1660,Gren-value.today.json,FR-valuetoday.json,name,Name,0.79639024
1661,Gren-value.today.json,FR-valuetoday.json,CEO,CEO,0.7922694
1662,Gren-value.today.json,FR-valuetoday.json,employees_number,Number of Employees,0.54564935
1663,Gren-value.today.json,FR-valuetoday.json,headquarters_country,Country,0.46406603
1664,Gren-value.today.json,FR-valuetoday.json,market_capitalization_2022,Market Value,0.33764642
1665,Gren-value.today.json,Avengers-valueToday.json,headquarters_country,headquarters_country,0.8536365
1666,Gren-value.today.json,Avengers-valueToday.json,name,name,0.825065
1667,Gren-value.today.json,Avengers-valueToday.json,CEO,ceo,0.8209442
1668,Gren-value.today.json,Avengers-valueToday.json,annual_net_income_USD,annual_net_income_in_usd,0.79790735
1669,Gren-value.today.json,Avengers-valueToday.json,annual_revenue_USD,annual_revenue_in_usd,0.77388674
1670,Gren-value.today.json,Avengers-valueToday.json,employees_number,number_of_employees,0.56523323
1671,Gren-value.today.json,Avengers-valueToday.json,wikipedia_page_url,world_rank,0.2223865
1672,Gren-value.today.json,Slytherin-ft.com.json,name,name,0.779107
1673,Gren-value.today.json,Slytherin-ft.com.json,employees_number,employees,0.54857886
1674,Gren-value.today.json,Slytherin-ft.com.json,headquarters_country,country,0.4467828
1675,Gren-value.today.json,Slytherin-ft.com.json,annual_revenue_USD,revenue,0.37731448
1676,Gren-value.today.json,Slytherin-ft.com.json,twitter_page_url,link,0.19934514
1677,Gren-value.today.json,GioPonSpiz-valueToday2.json,name,name,0.7920878
1678,Gren-value.today.json,GioPonSpiz-valueToday2.json,CEO,CEO,0.78796697
1679,Gren-value.today.json,GioPonSpiz-valueToday2.json,headquarters_country,country,0.45976356
1680,Gren-value.today.json,GioPonSpiz-valueToday2.json,market_capitalization_2022,marketCap,0.38423732
1681,Gren-value.today.json,GioPonSpiz-valueToday2.json,wikipedia_page_url,world_rank,0.18940923
1682,Gren-value.today.json,Wissel-gov.uk.json,name,Name,0.751508
1683,Gren-value.today.json,Wissel-gov.uk.json,twitter_page_url,URL,0.30089885
1684,Gren-value.today.json,Wissel-gov.uk.json,CEO,Company ID,0.20481205
1685,Gren-value.today.json,Wissel-gov.uk.json,market_capitalization_2022,Registration Date,0.1903378
1686,Gren-value.today.json,Wissel-gov.uk.json,annual_revenue_USD,ID,0.18605769
1687,Gren-value.today.json,Avengers-disfold.json,headquarters_country,headquarters_country,0.84296936
1688,Gren-value.today.json,Avengers-disfold.json,name,name,0.8143979
1689,Gren-value.today.json,Avengers-disfold.json,CEO,ceo,0.81027704
1690,Gren-value.today.json,Avengers-disfold.json,employees_number,employees,0.5838697
